T_Acc,6C_410,6C_428,6C_766,6C_768,6C_991,6C_992,6C_997,6C_1002,6C_1061,6C_1062,6C_1158,6C_1254,6C_1257,6C_1552,6C_4807,6C_5210,6C_5276,6C_5651,6C_5717,6C_5726,6C_5772,6C_5776,6C_5779,6C_5800,6C_5832,6C_5865,6C_6009,6C_6011,6C_6012,6C_6016,6C_6017,6C_6020,6C_6021,6C_6023,6C_6024,6C_6030,6C_6034,6C_6035,6C_6036,6C_6038,6C_6040,6C_6043,6C_6064,6C_6069,6C_6070,6C_6074,6C_6076,6C_6085,6C_6090,6C_6094,6C_6097,6C_6099,6C_6102,6C_6104,6C_6105,6C_6106,6C_6107,6C_6109,6C_6111,6C_6114,6C_6122,6C_6124,6C_6125,6C_6126,6C_6131,6C_6132,6C_6133,6C_6134,6C_6137,6C_6138,6C_6140,6C_6142,6C_6148,6C_6150,6C_6151,6C_6153,6C_6169,6C_6172,6C_6177,6C_6184,6C_6192,6C_6194,6C_6201,6C_6202,6C_6203,6C_6209,6C_6210,6C_6217,6C_6220,6C_6237,6C_6240,6C_6241,6C_6242,6C_6244,6C_6258,6C_6284,6C_6396,6C_6413,6C_6901,6C_6909,6C_6924,6C_6932,6C_6940,6C_6945,6C_6951,6C_6966,6C_6969,6C_6974,6C_6976,6C_6979,6C_6982,6C_6984,6C_7014,6C_7026,6C_7058,6C_7061,6C_7094,6C_7109,6C_7111,6C_7181,6C_7192
Lysine,-1.161108827,-0.62062289,0.066196281,-0.000982709,0.453692319,0.251134686,-0.661641954,-0.160843897,-0.612310744,0.150856201,-0.367077129,-1.214964623,-1.213732949,-0.493623345,-0.268751542,0.047517676,0.080989667,-0.035361907,-0.371077975,-0.236302243,-0.84625148,-0.688518869,0.026548213,-0.378308165,0.004651426,-0.269477237,-0.277301886,-1.584926534,-0.309951217,-0.642350669,-0.218565872,-0.399481675,0.094149478,0.13060832,-0.465896826,-0.880781115,-0.725260587,-0.11216412,-0.382479614,-0.211620678,-1.345345818,-1.445694187,-0.968928516,-0.722761053,-1.307619689,0.079294567,-0.010882792,-0.888075318,0.024263364,-0.628958308,-0.318552013,0.126178137,-0.564720251,0.110918815,-0.987535716,-0.02439479,-0.295803179,-0.779124129,-0.269299446,-1.076539024,-1.152416585,-0.466288381,-0.480704494,-0.113771181,-0.965638128,-0.485956159,0.003176965,0.372554587,0.090436325,-0.663863726,-0.138826968,-0.380719171,-0.181175323,-0.216850609,-0.44139998,0.122004907,-1.190690405,0.252012846,-0.397784715,-0.568282633,0.06870155,-1.401722603,-0.371743709,-0.550488664,-0.110517884,-0.874909243,-0.108335799,-0.600737727,-0.517082511,-0.417287299,-0.600107822,-0.730100367,-1.162087817,-0.235765535,-0.089712997,0.20888529,-1.608318362,-0.184815354,-0.294324159,-0.171638543,-0.483935634,-0.421609267,-0.620387535,-1.234492427,-0.418189891,0.05319997,-1.319105281,-0.375642509,-0.442003848,-0.355560403,-0.338904748,-0.393736905,-1.300731673,-1.02994795,-0.26919547,-0.716386907,-0.358587082,-0.379407283,-1.138443455,-0.433423126,0.54293223
Malic.acid,0.87525612,0.914301328,-0.051473158,1.239502377,0.247353357,0.381718369,1.136002081,-0.017890146,0.418917052,0.566717437,0.675120845,0.294279231,0.744541935,0.93522929,1.037191497,0.826853627,0.946498265,0.362518543,0.543938,0.686649445,0.605972065,0.484607411,0.391201115,-0.177701001,0.591069291,0.862491919,1.267307543,0.535814731,0.543134474,0.674083057,0.701125631,0.590075896,-0.76740667,0.546542224,1.035972161,0.248419954,0.253608601,0.194020496,0.641853316,0.477616663,0.748104609,0.208329801,0.498209229,0.014153619,0.922164431,-1.473894494,0.408284845,0.364503361,-0.306778874,0.044554784,-0.638192126,-0.092674019,-0.677903288,0.696902189,0.19771438,0.229810151,0.393694109,-0.383436363,-0.206269611,0.516877391,0.865916867,0.418383966,0.505727483,0.947984281,-0.4243408,0.504081889,0.686933679,-0.288736304,-0.093360622,-0.641114665,0.245929026,0.317405931,0.627349164,1.047902569,-0.03749219,0.119244454,0.765895141,0.481828485,0.133814061,0.868259178,0.2081911,1.211397277,0.742526521,0.446644121,0.824653547,0.626476007,0.420064523,1.14397477,0.347720952,1.28014981,1.487563937,1.384476301,0.538456121,0.650429833,0.671769434,-0.416264188,0.484890197,0.200006746,0.349326089,0.368868085,1.158373842,0.415299297,0.938720153,0.558821881,1.359985709,0.966567731,-0.086833712,0.036454779,0.815705588,0.460048201,0.505420639,0.969133011,0.71488089,-0.89407503,0.52685941,0.029714783,0.321405997,1.367780783,0.98468442,0.31728053,0.570221228
Maltose,-0.895001212,0.071596568,-1.162916011,-0.303184132,0.142346432,0.880836625,0.243199886,0.440194063,0.485854222,-1.118056579,-0.441073567,-0.276080899,0.346026509,0.121401873,-0.134309961,0.010385256,0.0026591,-0.504995975,-0.417460485,0.431247657,-0.843152922,-0.613700379,-0.827130238,-0.1278083,0.235948129,0.300598776,-0.263285046,0.235138146,-0.078690646,-0.817800409,-0.537242789,1.122222639,1.369442126,0.507560093,-0.304064646,-0.323488897,-0.416207841,-0.804128819,0.112214676,0.105116519,-1.442235377,0.418425174,0.650564338,0.239136614,-0.250118254,0.295536293,-0.678749479,0.653866271,0.072224077,-0.342872469,-0.329753398,-0.345323618,-0.359324556,-0.350265401,0.846979329,0.08267512,-0.303711803,0.044474922,-0.1460144,-0.456917698,-0.950801711,0.056473411,-0.404841267,0.105115719,-0.70074323,-0.219670088,-0.491714405,-0.203442667,-0.169036183,-0.587731414,0.205846922,-0.32198036,0.248955564,-0.502674262,-0.082173883,0.092952459,-0.108100051,0.213486337,0.361100605,-0.389890685,0.32801936,1.228679167,0.791950786,0.853910797,-0.257061869,0.845617564,0.282636206,0.108324668,-0.154512986,0.387612651,-0.67132402,-0.70781888,0.996542658,0.818007641,-0.044762306,-0.230015523,0.364844742,0.76044272,-0.244283132,-0.005943223,-0.177628099,-0.526279366,-0.859141522,-0.510585838,-0.417626073,-1.26939366,0.319075718,0.157507199,-0.125477986,-0.353387814,-0.522941166,-0.244201774,-0.07239467,-0.470100088,-0.143003135,0.205021504,-0.588751088,-1.121640634,-0.978666984,-0.61430458,0.617336842
Myo.Inositol,0.55408425,0.80032897,-0.059454961,0.827231894,0.878372463,0.584927575,0.581461914,0.609013506,0.653987813,1.655124095,0.404616673,1.145242605,1.342813021,0.023101132,0.634158397,0.568108395,1.166869238,0.726972678,0.787612284,0.994961121,0.454415007,0.449827289,0.336530967,1.343917106,0.516331243,0.071995808,1.005881596,0.849414152,1.185566469,0.899331278,0.80044302,0.652826756,0.932347004,0.753593846,0.709069039,1.174130298,0.660960558,0.369002696,0.116657058,0.153448139,1.223577306,0.891364548,1.026599528,0.489036607,0.106371643,0.697819988,0.004632139,1.028026924,0.649466531,0.810806649,1.115852697,-0.253685629,0.346698372,0.641803186,0.619656201,0.809852856,0.767325879,0.588636808,0.603925687,0.755048252,0.759538257,0.69229611,0.587141694,0.240562752,1.341908868,0.719384028,1.235438239,0.585683135,0.690343988,0.157989948,0.644223272,0.795997602,0.491117042,1.238861226,0.384273497,1.0195035,1.135235851,0.97063484,0.839871733,0.746483623,-0.304989946,0.680995504,0.966409519,0.68950722,0.612115323,0.933166333,0.982589053,0.920038443,1.330541954,0.989482669,0.673128635,-0.292652528,0.758040304,0.633512522,1.080237175,0.271291966,0.452771555,0.963701649,-0.072273317,1.128153217,0.447905314,0.450446464,0.682111937,0.511085755,-0.311166136,0.501340597,1.37513107,0.240171322,0.481734251,1.088995151,0.609438277,0.824792897,0.274479388,1.639149792,0.429964277,-0.083597862,-0.013729502,0.608144551,0.755847094,0.476348211,0.918311321
Ornithine,-1.2025634,-0.626497586,0.687741885,-0.055336129,-0.556666905,-0.633859827,-0.744921111,-0.147061875,-1.039020869,-0.722341402,-0.503504615,-0.413351855,-1.255677302,-0.079711819,0.18444982,-0.024851307,-0.918177698,-0.754777069,-0.223435129,-0.494180729,-0.342224685,-0.21840936,-0.151083035,-0.021115691,-0.466570504,0.061281196,-0.623074432,-0.941196561,-0.571584127,-0.502506109,-0.771890797,-0.505913141,-0.157598016,-0.590224876,-1.213737488,-0.233768655,-0.488332057,-0.317055367,-0.285142023,-0.57988354,-1.416828826,-0.747279415,-0.596903211,0.218035675,0.477614711,0.018314336,0.13647022,-0.748223602,0.026997021,-0.56141338,0.120818934,-0.132173855,-0.356829773,-0.36401844,-0.380669228,-0.237162568,0.497797812,0.159121198,0.200202317,-0.500881131,-0.181015123,-0.083194227,-0.261571275,-0.273900556,-0.474663448,-0.109519691,-0.100320201,0.175613972,0.154812966,-1.023186087,-0.023964484,-0.59189552,-0.169754619,-0.179616694,-0.430819858,-0.383802403,-0.813835271,-0.667967349,-0.925807842,-0.439076839,-0.230844174,-1.441159439,-0.679311061,-0.813556866,-0.372731549,-0.84155436,-0.237787158,-0.478416233,-0.276356363,-0.817394534,-0.538680898,-0.981257352,-0.560911909,-0.376536127,-0.480356637,0.281044011,-0.813462031,-0.422597167,0.256574531,-0.965597983,-0.230663117,0.289990608,-0.888766331,-1.029857002,-0.09228367,0.055766478,-0.611451908,-0.119180966,-0.666896257,-0.389265562,-0.852596111,-0.465334492,-1.39634761,-0.358647251,-0.392595186,-0.260193823,-0.441914706,-0.21791579,-0.885704896,-0.704141018,-0.158106031
Oxoglutaric.acid,-0.712833069,0.032610108,0.179220875,0.329155729,0.317976737,0.144209474,0.145627109,-0.335990125,0.380975692,-0.048156362,0.480822102,0.466395829,0.079267391,0.867621447,0.264662932,-0.059322935,-0.01719962,-0.373774335,-0.504527854,0.572555724,-0.292967372,-0.871709441,0.486847628,-0.752950416,0.251954701,0.151185234,0.689967819,-0.552673516,1.059169161,0.472802623,0.707828443,0.279108693,-0.607428434,-0.123865546,0.478786379,-0.408950333,-0.259288077,0.01175849,0.277021237,0.72179529,-0.021863304,-0.18515481,0.337645164,-0.680438321,-0.133336229,-0.753364589,-0.429368923,-0.140034966,-1.167328328,0.452772469,-0.106245187,-0.332252545,0.268735646,0.114853169,0.218860364,0.009340344,0.468977116,-0.259377472,-0.070113622,-0.333834299,0.438589005,0.205111376,0.55835421,-0.021405721,-0.968581814,-0.113094815,0.283813979,-0.697410731,-0.584840627,-0.281793632,-0.060575464,0.483383957,0.063470681,0.180359965,-0.205223258,-0.67465502,-0.025642578,1.660019988,0.461448,0.383822367,-0.592557223,0.008720175,0.445400444,0.0972398,1.644935765,-0.060685054,-0.985614425,-0.224923883,0.005160047,0.986021383,0.945393785,1.162161249,-0.332030521,0.599082665,-0.476788801,-0.104561288,-0.961541556,-0.212599011,0.33261625,0.490506688,0.78054136,-0.466234753,0.503841688,-0.513786287,0.74398867,0.101081363,0.007134358,0.719624513,-0.331870725,-0.474623228,-0.526482438,-0.01116766,-0.689030832,-0.815048968,-0.151471335,0.285716615,0.174571832,0.128727723,-0.079598914,-0.005602117,1.097840006
Phenylalanine,-0.471667717,-0.633395949,0.037533675,-0.504328766,0.578259013,1.08645664,-1.328273414,0.710109109,0.072056822,-0.854518328,-0.340000338,-0.252278233,-1.101018842,-0.202328125,0.143509217,-0.034840054,-0.146967907,-0.158343938,-0.084142305,-0.03143541,-1.375682831,0.087116935,-0.23537227,-0.079054973,-0.371117573,-1.010775556,-0.761903978,0.543689732,0.08961308,-0.47532369,0.164593886,-0.187917635,1.847875248,0.46431827,-0.686383296,-0.317061028,-0.249333857,-0.916137208,-0.160013,0.302721513,-0.03940246,-0.713298852,0.142152004,0.532450462,-0.069409824,1.210923081,-0.207645972,-0.005357817,0.299713148,1.412935522,0.179520834,0.572961595,1.118222608,-0.693070709,0.50475052,0.698118914,-0.559029351,0.077692927,0.715211513,-0.58411715,-0.21442702,-0.561845227,-1.215291917,0.093273465,0.130341786,-0.156159567,-0.125039023,0.283487251,0.019232117,0.503140925,-0.143508263,0.002023277,-0.440692469,-0.828822447,-0.387065108,0.410923279,-0.147345424,0.506972608,-0.006035914,-0.063201374,-0.297087869,-0.785616893,-0.749881847,0.074172051,-0.478845,-0.520914575,0.063441117,-0.372357967,-0.523223038,-0.254686164,-1.226415846,-0.677246322,-0.872815227,-0.089702705,-0.386820579,-0.040538179,0.135212866,0.141352506,-0.645886657,-0.496947686,-0.812378172,-0.567578273,-0.15038848,-1.222194015,-1.148385779,0.071846527,-1.424420604,-0.507889351,-0.446903485,-0.375231663,-0.498386613,-0.662101543,-0.600734717,0.919789898,-0.542419861,0.020294594,-0.388960752,-1.022532872,-0.430594224,-1.154466471,-0.697272286
Proline,0.442046816,0.505285789,0.823418193,0.553535407,0.313353208,0.191096934,0.705706829,0.107829838,0.262442626,1.144436529,0.368459147,0.983872723,0.625845529,0.190697368,0.656740538,0.794236236,1.307296199,0.679504163,1.260961416,0.926585144,0.709029626,0.730456507,0.668764057,0.920136388,0.394739749,0.872177098,0.439151505,0.515349268,0.687932897,1.016182574,0.403590362,0.669178813,0.731009792,0.788291349,0.988800829,0.580085927,0.804861239,0.074338857,0.755613067,0.758230784,0.774844281,1.102798104,0.814688318,0.450590506,0.177683498,0.908002885,1.116262775,0.95280457,0.359134027,0.45863437,0.623359387,0.046829383,1.115213996,1.20894745,0.48241138,1.157924372,0.938939894,0.65600647,0.609717532,0.90867223,0.998449281,0.860110872,0.476903811,0.225793156,1.41987471,0.852975282,0.719533256,0.863684192,0.776624191,1.45193985,0.298130586,0.739681682,1.160512474,0.612262782,0.341769792,0.70225949,1.366599584,0.137277413,0.327678931,0.751074084,0.385488428,0.540428578,0.084079145,0.489933657,-0.570129152,0.756708393,0.54874451,0.786920539,0.279356962,0.053652015,0.922672492,-0.053304733,0.95538046,0.481838999,0.467781665,0.77743283,0.588366694,0.451089365,0.590428708,0.248108928,0.737674235,1.433089042,0.966461275,1.081933357,0.9560137,1.171151816,0.113013378,0.951580516,0.755716583,0.549698327,1.030297604,0.677934314,0.36532618,0.825915586,1.035202659,1.114697919,0.43439394,1.028808855,1.119991195,1.398684066,0.502882911
Putrescine,-0.247988179,-0.254437706,0.276313492,-0.115215758,0.03576139,-0.042288776,-0.471251747,0.633943103,-0.904143485,0.06160675,-0.427983991,0.355077299,0.20971074,-0.535590521,0.63218686,0.191443176,-0.213026802,0.161998379,0.280866701,-0.262326437,-0.064007099,0.165653356,-0.037628082,0.32985851,-0.201165878,-0.318005635,0.051367824,-0.332578742,-0.531408111,-0.039125547,-0.017544728,-0.409037846,0.773059486,0.276045838,-0.892043588,0.30418976,0.460941694,0.403267898,0.260151926,0.276837175,1.018883401,-0.002143375,-0.445050221,0.344216286,0.073309685,0.413529394,1.028072956,0.157313384,1.063352568,0.782322832,1.057841784,0.65406146,0.42786648,0.82821358,0.483797428,1.315723738,0.134515645,0.895122282,1.162222673,0.546117475,0.170993157,0.627358278,-0.086924102,0.300517147,0.873490576,0.574208669,0.703572069,0.787195,0.984181195,1.676340634,0.175249889,0.324091058,0.75494844,0.747280615,0.576943292,0.149163256,0.044268952,-0.191501024,-0.415931164,-0.072224452,-0.402104352,-0.672163512,-0.095729546,-0.579522438,-0.540875377,-0.21436904,-0.415487307,-0.329265373,-0.282750981,-0.50985559,0.042607935,-0.399556308,-0.075101147,-0.032669275,0.288502114,0.405745536,-0.469672316,0.010378994,0.608799754,-0.286027937,0.107835082,0.613990916,0.266537482,0.0640898,-0.184095298,0.500140603,-0.221451761,0.411698452,0.009312057,0.357098967,-0.176901458,0.243818327,0.189571645,0.114657632,0.333137059,0.311678775,-0.109916112,-0.057741832,-0.188272747,0.511400126,0.064605285
Pyruvic.acid,-0.35368333,-0.349580335,-0.202104497,-1.086032926,-0.743979554,-0.372077558,-0.578495297,-0.495670608,-0.143407533,-0.884335631,0.111879849,-0.329498284,-0.43862864,-0.764107887,-0.311066335,-0.28540765,-0.410372296,0.523752617,-0.252286217,0.365903952,-0.637630635,-0.337397518,-0.069368247,-0.186142777,-0.623461098,-0.504620338,-0.597646269,-0.951266783,-0.222774952,-0.364943513,0.177645675,0.139694409,-0.68385009,-0.861067687,-0.548975132,-0.666166253,-0.73050555,0.033259404,-0.206509024,-0.463280006,-0.257854872,-1.083869082,-0.569420161,-1.446337935,-0.813544063,-0.684439769,-0.679317508,-1.079497174,-1.556450245,-0.316381628,-0.847429902,-1.037342009,-0.203398475,-0.790820008,-0.864741199,-1.502768316,-0.506392677,-1.3042682,-0.765932731,-0.608045733,-0.347855636,-0.547589726,-0.917756705,-0.471634985,-0.4740639,-0.928179671,-0.596085681,-1.231740323,-0.831605437,-0.917119529,-0.635850595,-0.090266684,-0.990226007,-0.292288653,-0.541323886,-1.092426876,-1.22602491,-0.051462522,-1.237154723,-0.624621264,-0.419696333,-0.005303923,-0.410845659,-0.50276106,0.197644159,-0.550157095,-1.162298285,-0.624362222,-0.904979993,-0.228731797,0.142765308,0.102182553,-0.64386683,-0.295953393,-0.861488456,-0.439768435,-0.655586433,-0.315041735,-0.306808492,-0.153599203,-0.007492723,-0.905137514,0.151187186,-0.385026785,0.43200246,-0.531309767,-1.371517029,-0.457911277,-0.804539479,-0.592630888,-0.519432507,-0.382308676,-0.122416953,-1.286646989,-0.732812254,-0.179036831,0.058997895,0.051151135,-0.060990031,-0.914389895,0.008401474
Raffinose,0.814505241,0.825323229,0.231883373,0.237163424,-0.092294095,0.137365546,1.00345465,-0.136271182,-0.220945659,0.776741024,0.146663422,1.316131663,1.781137762,0.373136363,0.118554629,0.021828098,0.254587475,0.222456589,0.585682046,0.399527193,0.480961433,0.049784745,0.110077664,0.532691589,0.206610802,0.823044921,0.934989391,0.272403781,0.953558212,0.936057375,0.598566057,0.311348862,0.340398436,-0.021217576,0.605944398,1.32464951,1.038366453,-0.006371198,0.304571506,0.385398166,0.062466673,1.383717854,0.748224425,0.166083341,0.230485693,0.531428339,-0.349129542,0.608906389,-0.185323491,-0.099999845,-0.064221882,-0.257732252,-0.117966662,0.927887798,0.185434195,0.046240164,1.145965221,-0.042510611,-0.210889459,0.400197926,0.080827505,0.846802211,0.309699852,-0.027079888,0.828742465,0.072729949,0.736555913,0.359771212,-0.114274863,0.296541057,0.190298991,0.2754893,0.832522111,0.990498411,-0.17316655,0.725800294,1.472034697,0.620973411,1.126922784,0.500495819,0.141105341,1.279439223,0.451240819,0.248739867,0.514170961,1.250040729,1.198346323,0.989261529,0.962218972,0.854134015,1.134955017,0.65783162,0.956320443,1.044322281,0.473279835,0.314148549,0.771099576,0.375770706,0.168032772,1.459018406,0.549607168,0.840891415,1.295232291,1.061874651,1.366184431,0.56119991,1.489618898,0.966710986,0.837581775,0.768689159,0.510855707,0.96876937,0.502497559,0.665586759,0.794320571,0.19301665,0.42059535,0.607631542,0.699674048,0.973214229,0.463936283
Serine,-0.144723322,-0.873713695,0.243879815,-0.523022626,-0.563236119,-0.730486222,-1.179817792,-0.618344914,-0.563115833,-0.191799292,-0.572732867,-0.203545495,-0.680274265,-0.648565852,-1.033198063,-0.752343327,-0.253313262,-0.333144855,-0.152108284,-0.669447615,-1.257032657,-0.001795606,-0.556367228,-0.72063893,-0.402140342,-0.807449186,-0.14267963,-0.004683446,-0.546505614,-0.717067205,-0.511080065,-0.741042767,-0.543309087,-0.650680237,0.481820392,-0.791541356,-0.465229225,0.232773103,0.024164687,-0.495983108,0.079294535,-0.062806457,-1.087507934,-0.724952393,0.501178781,-0.16544659,-0.978564483,0.022892015,-0.295538638,-0.544838055,-0.310451663,0.204769558,-0.716954147,-0.320773812,-0.632985369,0.007675638,-0.327183024,-0.608436776,0.010462522,-0.390497288,0.106143217,-1.184285341,-0.626896666,-0.733212124,-0.111326603,1.659064058,-0.595737496,-0.008524556,-0.549398053,0.044736891,-0.228227774,0.075322746,-0.733557959,-0.853973007,-0.887633394,-0.472445708,-0.717611614,-0.669943586,-0.642772224,-1.198050699,-0.894242504,-1.234574983,-0.740061747,-0.062772485,0.154115604,-0.418788665,-0.186084492,-0.330474893,-0.715594542,0.363108224,-0.220950443,0.919205442,-1.081401947,-0.678187731,-0.221850205,-0.675095825,-0.440261702,-0.10750337,-0.124033352,-1.537845199,-1.043400099,0.054482219,-0.255678942,-1.343778421,-1.197501025,-0.608835245,-0.866842603,-0.344787172,-1.025571602,-1.180387786,-0.368133652,-1.032625816,0.287482077,0.244563273,-0.358206505,0.271237789,-0.94817676,-1.790007312,-0.637488976,-0.308681673,-1.09700819
Spermidine,-0.486444267,-0.636801436,0.570331199,-0.900147292,-0.284770079,-0.636456398,-0.787275315,-0.24370726,-0.993215672,-0.958898798,-0.454160223,-0.689832648,-0.984024569,-0.724908114,-0.116282704,-0.088450005,-0.677724677,-0.020057521,0.113331547,-0.538366422,-0.284882643,0.09013386,0.066877094,0.057644567,-1.044541148,-0.242114403,-1.399948364,-1.546516767,-1.239880198,-1.336472863,-0.974867139,-0.97455778,-0.204123382,-0.360192718,-2.044447275,-0.799166516,-0.777299149,-0.517620235,-0.747468802,-0.668954246,-0.439388666,-1.634517948,-1.408145808,-1.0620532,-0.632812267,0.058312055,-0.442923812,-1.162056426,0.062876584,-0.627655974,0.009291893,-0.11323355,-0.404562468,-0.256021338,-0.540049606,-0.315055951,-0.145498076,-0.391735476,-0.729752555,-0.18583683,-1.01901987,-0.137538961,-0.262364557,-1.095129925,-0.163462657,-0.773445143,-0.428934511,0.605512366,0.003223062,0.099790655,-0.577303161,-0.969914444,-0.325144539,-0.448766667,-0.235451501,-0.80484521,-1.057474496,-1.54736803,-1.44703216,-1.337618568,-0.662262009,-1.102736754,-1.007804215,-1.064052681,-0.674112936,-1.424077771,-1.4280426,-0.89116176,-1.576255266,-0.852167568,-0.774481998,-1.714112737,-1.10994849,-1.138405324,-0.587496209,-0.274219001,-1.01115967,-0.410345958,-0.61899439,-1.503027106,-0.384566083,-0.228307009,-0.803933758,-0.513965465,-0.972739139,-0.388599444,-1.445188525,-0.144648106,-0.587124511,-0.25259981,-0.330183453,-0.456667219,-0.459208881,-0.688867678,-1.126170101,-1.065734049,-0.477225399,-0.625975596,-0.945164715,0.300268297,-0.627394786
